sample_number,tail_length,monkey_pop,ear
75,58.49859315740786,a,4.58522529681587
76,54.23647468396437,a,4.125317747377144
77,59.225165980203215,a,4.453547271563054
78,56.21051039775166,a,4.227823101809772
79,59.23417650727441,a,4.527291527360929
80,57.395241877080224,a,4.237238267464456
81,56.64273349222627,a,4.494734087162408
82,57.25108892707985,a,3.7713493840134915
83,59.44811096543428,a,4.157919325445512
84,53.71438243346001,a,4.262301963759542
85,53.37579461774855,a,4.63370623916695
86,53.40971097055116,a,4.292039189580323
87,58.49996818822059,a,4.271589862173014
88,55.95654350977857,a,4.8713802293267765
89,53.9303348473856,a,4.41184467028546
90,54.883027820193455,a,4.120738556484896
91,53.60645130427003,a,4.549424798964341
92,56.175384025769894,a,4.46052140909623
93,57.17391737346624,a,4.494857000371077
94,59.830467621333675,a,4.098486562192039
95,55.65638290153392,a,4.683027048600319
96,58.59194752216834,a,4.842860070582957
97,56.73597646837849,a,4.6009263615085825
98,57.698822960343804,a,3.958051650425997
99,60.077759127263725,a,4.296298338177691
100,53.55234522656206,a,4.100721990642501
101,54.197956457256346,a,4.775834807347216
102,56.66850693174851,a,4.158724470781478
103,56.05955835012885,a,4.6650999575793755
104,58.20052767993605,a,4.6830491627238775
105,55.026904275740165,a,4.572969893558151
106,57.54062551814275,a,4.24263921200924
107,57.02138026774378,a,4.490048062689437
108,55.802669519610276,a,4.482321272972447
109,53.07224976953267,a,4.449872565370891
110,60.5255464635261,a,4.190989187943365
111,56.51475897200764,a,4.460007123698852
112,57.80909675167286,a,4.440242369142084
113,57.52292976403512,a,4.654192977258652
114,57.479788870474536,a,4.1925864287078864
115,57.11797857059581,a,4.077578057377324
116,55.872648125557376,a,4.591106697811816
117,56.16497860170099,a,4.433419341758215
118,59.43777634394802,a,4.223790673990809
119,59.52479080466137,a,4.35815188903973
120,54.08184962125384,a,4.470426329131258
121,59.515740745153416,a,4.644292086547037
122,57.83096785896585,a,4.489939188878298
123,57.27895845463877,a,4.7514320415101565
124,56.27506753589676,a,4.38500318270866
125,57.80535982789757,a,4.207955637977499
126,56.54782020136036,a,4.394654864477712
127,54.91928618531052,a,4.5550744963131775
128,60.43990046569954,a,4.447546521750273
129,59.9251681192232,a,4.319783062132387
130,58.82390165353737,a,4.224337213706043
131,59.539100049910886,a,4.2230573492547645
132,56.86844234743626,a,4.2527492491770635
133,56.85785611122763,a,4.229021993044853
134,56.15905889652003,a,4.656204572513492
135,56.28827829677924,a,4.2048330384803245
136,53.363207343125474,a,4.652241299211527
137,54.27591038788749,a,4.634739436339524
138,56.547300344684224,a,4.4505972116393036
139,56.50397741529557,a,4.612338005135213
140,56.51439733253127,a,4.470602389529834
141,55.05600958853882,a,4.364091466882177
142,55.91381353584869,a,4.645770746214524
143,57.606240093122636,a,4.5114381807278265
144,59.959272999558365,a,4.546158212727219
145,58.10584536267086,a,4.64222944580499
146,57.5376036452753,a,4.498528226499154
147,55.725665652046814,a,4.126763094849958
148,59.964302152513675,a,4.124079692893219
149,57.1492834969004,a,4.223119997212077
150,57.918785445132585,a,4.298492245127177
151,57.203104697888335,a,4.324660285846269
152,54.24734157840487,a,4.884102052921851
153,52.66213541097889,a,4.4227331062095185
154,56.65216622021682,a,4.37424175611475
155,57.7521866625536,a,4.491005017655782
156,56.142623285720596,a,4.355092607031679
157,56.916915130350375,a,4.3517453544858045
158,57.113108978359506,a,4.144237425037016
159,58.6969582810079,a,4.235034210103446
160,54.67697622367429,a,4.233513801416919
161,53.31126907653105,a,4.121733483544878
162,60.81457370657141,a,3.9709962421229394
163,56.29794964239793,a,4.269050530039684
164,58.280292264637765,a,4.127971571086656
165,57.732272393263194,a,4.699400260235108
166,56.24484533657571,a,4.6654725236101
167,54.85452009478845,a,4.3686398645925255
168,58.44221196713571,a,4.456918145746182
169,58.18350681984948,a,4.377483103504088
170,58.23773775936613,a,4.409946103387303
171,54.897068464484605,a,4.170009270794536
172,55.40168026185668,a,4.275813191642887
173,54.12009868505205,a,4.496228221965728
174,56.53403128364458,a,4.536547683681765
175,59.32533668479576,a,4.497486035863358
176,54.91112726916179,a,4.4332004573807025
177,54.761937863461014,a,4.093870651269513
178,57.949599548002325,a,4.759853949696854
179,58.78906587661843,a,4.551449613210901
180,52.89145230411774,a,4.5515908357498915
181,55.005390927053206,a,4.4304631430487635
182,54.978166320392404,a,4.674592944288625
183,57.844906159165,a,4.414531813157255
184,57.157560145704174,a,4.588253515167661
185,58.75685236687623,a,4.278030190640302
186,56.13071669681597,a,3.9321862348977135
187,60.166660314058674,a,4.634211766539201
188,57.289778418598,a,4.074092079271679
189,57.138847507694244,a,4.563310570614782
190,55.44790550993042,a,4.025567768033456
191,57.148188670605784,a,4.647566715470402
192,55.39064879244289,a,4.100187986683761
193,57.84774602663866,a,4.753175385218374
194,59.3460377120743,a,4.531536035917941
195,56.04649985833735,a,4.299472633435539
196,55.66081985325882,a,4.293164174602596
197,54.73519222174047,a,4.443711117049657
198,58.18346366586796,a,4.46084433888554
199,57.1576292195917,a,4.735392162439908
200,50.508352138740996,a,4.236846225083222
201,56.558556800067734,a,4.644370710394552
202,58.00267733052688,a,4.384407942347999
203,56.218285041094184,a,4.437979789281513
204,55.705727162986086,a,4.056078316801143
205,58.86747335864366,a,4.526955210774504
206,54.937164318853164,a,4.096167597813111
207,58.5993169640692,a,4.877910455589234
208,54.727133360042224,a,3.8055814981236806
209,57.9801689834444,a,4.468838730976057
210,59.35934649447172,a,4.422237254957044
211,58.991698593541614,a,4.172715890413833
212,59.66120972224864,a,4.496960200041901
213,58.859755129868745,a,4.438289734337793
214,59.665979602227914,a,4.604723799284142
215,55.545256119555596,a,4.435078552518886
216,56.89600565896569,a,3.9399104099064255
217,59.179755853056655,a,4.174413477582836
218,61.141994050511855,a,4.644463565083913
219,55.78704325609518,a,4.4299384165850695
220,55.225305801294645,a,4.603132956031131
221,55.45831051471804,a,4.214154750694283
222,58.09521948538341,a,4.346683325926976
223,58.53374835659296,a,4.591713703119917
224,57.40655911210082,a,4.627106111520698
225,53.38187698663879,a,4.295491942307884
226,59.09394394543696,a,4.795961883970844
227,55.90727403119393,a,4.309698539976038
228,56.39465684589884,a,4.363538873887258
229,58.441814339458404,a,4.295333339858007
230,58.99590620754875,a,4.365543992843523
231,59.05247628272194,a,4.19398906965532
232,59.02542750649499,a,4.684409352681476
233,55.43884684838443,a,4.5536019157081755
234,53.127428360722064,a,4.445265011701701
235,58.54127892468116,a,4.333680585145084
236,54.10554854132027,a,4.401416098059877
237,58.4275816292524,a,4.192960763634514
238,61.54060712070884,a,4.390197153349059
239,56.71654000069709,a,4.264491344821354
240,56.36494785358083,a,4.524251237948575
241,60.88320285237213,a,4.37755748370646
242,56.56875212051235,a,4.288892397411804
243,54.817091069617625,a,4.110486753928932
244,57.74210216658207,a,4.250165224493142
245,57.15769301078689,a,4.340727306296844
246,57.528914938986766,a,4.2741499010015644
247,59.52044009791615,a,4.515297132308847
248,56.906183692254714,a,4.441857471106459
249,57.23777326944228,a,4.206783091015524
250,56.531474405501555,a,4.631075968684388
251,56.568827109393,a,4.329191889769116
252,58.4995725005008,a,4.200255997244709
253,52.02743375131195,a,4.662158748979458
254,57.72805407911258,a,4.181743178129536
255,59.05587662812225,a,4.463858959893865
256,57.055896758245,a,4.739944591771538
257,55.77810243361531,a,4.394278598658937
258,58.37208627242589,a,4.618310179507949
259,56.53079111989419,a,4.539677775785809
260,57.300978576750474,a,4.401449558708406
261,54.61160647384796,a,4.228174324529189
262,58.97230626107954,a,4.600492568566336
263,58.88064026664802,a,4.2306336778605536
264,60.19326209989139,a,4.312565105798121
265,58.323517531163205,a,4.669983255499114
266,56.86755213435188,a,4.0116457232722595
267,57.49459456101032,a,4.175730292853046
268,56.157577451752466,a,4.561097919691491
269,58.70722719240392,a,4.3714620197542144
270,58.37664498660723,a,4.531668211344314
271,58.525806660487895,a,4.1381977242805235
272,56.75085194529935,a,4.375108152309531
273,56.322841693617264,a,4.226761057579535
274,57.38622559384215,a,4.503151973215138
275,56.4193723932547,a,4.608863249230855
276,56.744637554338986,a,4.35134897484312
277,54.714529355720444,a,4.391876997803306
278,59.68424445023986,a,4.3505639274011285
279,58.29955753898062,a,4.6275563547522465
280,54.875424087865156,a,4.1602609019769625
281,58.4335912120937,a,4.0168643432783595
282,56.51242880353945,a,4.429957820016098
283,60.796036008309656,a,4.468506071007297
284,53.3860728204182,a,4.298467362903548
285,54.30026304748792,a,4.65214430648434
286,57.32668067318249,a,4.638687000984978
287,57.10703593742792,a,4.5550957054385925
288,56.13660866247073,a,4.5972357880569055
289,58.56112480976113,a,4.412671056808655
290,59.75256992609467,a,4.4453378311404235
291,54.41254947177772,a,4.628897209749488
292,57.94372773641571,a,4.818731352179573
293,54.14777981334202,a,4.209811401826582
294,59.192575433447125,a,4.670348199530086
295,53.76563413855437,a,4.545587512608784
296,56.420292129016,a,4.093019796771384
297,58.1588069632016,a,4.807267498953497
298,53.28584899139313,a,4.742491710129384
299,57.39240823901901,a,4.448123212530558
300,55.00094056073301,a,4.2320977273249065
301,59.3073375059695,a,4.068363092502293
302,57.19992964298277,a,4.316881735550741
303,58.847699475036805,a,4.312763764536524
304,55.34080195863816,a,3.83976163472998
305,60.175161345135294,a,4.777714219878364
306,57.44954733408246,a,4.322018961900552
307,58.178995929320585,a,4.406746358595478
308,56.477841415331895,a,4.51365807663474
309,58.168517476545844,a,4.254904986268276
310,55.71527946654185,a,3.9740652599036057
311,60.39700791585971,a,3.9890224904397105
312,55.89591180321158,a,4.072755939989099
313,56.54644755316912,a,4.400816234777126
314,53.809739405952755,a,4.336504952553643
315,58.14637299291893,a,4.4127399723901615
316,54.78501177554656,a,4.5330688439633375
317,55.71805188370855,a,4.562731303536168
318,56.31578855810565,a,4.490778937400848
319,55.243551016857595,a,4.070823700895154
320,57.058203492490065,a,4.4560268039500635
321,54.59820089907301,a,4.03376285049752
322,57.54910834647348,a,4.126354143093959
323,57.90835704216997,a,4.722508461367776
324,54.58197366157904,a,4.609643427936191
325,57.82967255321223,a,4.216286301320642
326,52.49309302535316,a,4.237946828094869
327,56.820949389176114,a,4.245327119042581
328,57.9710124478314,a,4.611507096627907
329,58.014264731234036,a,4.184601934429879
330,59.74334751036233,a,4.308696843527519
331,56.85490381894562,a,4.350538055186776
332,55.2506707106659,a,4.1581148625072
333,56.12681017760183,a,4.207842434320594
334,58.73122361138222,a,4.501716514385787
335,54.68088422547534,a,4.537492827540082
336,58.16146914632059,a,5.1589387527361374
337,56.12821044844941,a,4.600281044156101
338,55.615657758245554,a,4.355076103042208
339,56.400107121712416,a,3.9379687611255862
340,61.23745371094917,a,4.339673635058403
341,55.30659239733096,a,3.90458140869419
342,60.223635355543266,a,4.522941674131265
343,56.9312995452505,a,4.39113643226533
344,58.044731078366816,a,4.870315752252184
345,57.05222395189439,a,4.854489845458999
346,55.114419288392426,a,4.411093065246223
347,57.402181195331885,a,4.790475620706639
348,55.21525923697579,a,4.442208732283888
349,55.02014167077138,a,4.304634855535557
350,59.93477649514317,a,4.587424130649526
351,55.528334859507126,a,4.482988941244373
352,55.3840279213587,a,4.4180918914319
353,56.80876229648248,a,4.826506608067749
354,54.29148706763963,a,4.725734645886371
355,54.469410998988955,a,4.492792880180259
356,57.160493068182035,a,4.492652834784765
357,56.88784893281497,a,4.362005987920682
358,58.404482402401364,a,4.705733927783371
359,59.71373200484693,a,3.9831435869337457
360,57.904906301389445,a,4.6960746501545145
361,55.95729545459423,a,4.608511102392334
362,54.15731087547488,a,4.6607949869215775
363,54.94860468859375,a,3.997217178239797
364,61.54797023994447,a,4.104949253073312
365,55.80437731673696,a,4.403954029846058
366,55.08757592248447,a,4.580129417760383
367,53.02240310519305,a,4.494709487122735
368,54.26699400132942,a,4.060015451946821
369,57.25682825052976,a,4.511698163134829
370,58.60778810169754,a,4.427204437923188
371,57.70328858366419,a,4.359150682442762
372,57.88091921791251,a,4.292968973954341
373,57.18331851851024,a,4.746143946685103
374,60.620561664149214,a,4.320847306658103
375,59.80664673486106,a,4.303240502479712
376,60.191154142844816,a,4.495838823042646
377,55.218134107087444,a,4.334253177140072
378,53.966210878426956,a,4.425025449168209
379,54.18092462878094,a,4.80147091862049
380,56.52654549175293,a,4.154530469274751
381,52.81617397590206,a,4.406796595085973
382,56.82933166173032,a,4.3636573335929825
383,57.84785501378787,a,4.6115079840634605
384,57.88839923370578,a,4.281318865981811
385,55.8451758605515,a,4.228760639811433
386,54.756738124229656,a,4.6605870988739415
387,56.43289909962349,a,4.224952168379319
388,57.05876852035372,a,4.496523444102172
389,57.2459950438268,a,4.33842816717891
390,58.4210489702284,a,4.998576692976033
391,52.62359315749135,a,4.535783321788831
392,57.32201802644018,a,4.206632124622415
393,56.02430750999583,a,4.565685211571871
394,54.109672963865115,a,4.527555460705192
395,59.401972755741795,a,4.447853361957898
396,56.823596314338104,a,4.270205638315997
397,54.555375815688116,a,4.359033113236592
398,57.26262118120602,a,4.420370732733481
399,57.20308940048775,a,4.608470855292684
400,60.295850377733586,a,4.004184818736426
401,59.98835389958593,a,4.541881049195411
402,56.49596807390704,a,4.3616085546861205
403,56.355004256699,a,4.396716919758513
404,57.616814839274795,a,4.3676279318512705
405,58.32998410519495,a,4.54274042427474
406,57.85629508990392,a,4.338325149000415
407,58.82251966945911,a,4.7947673982100305
408,53.663979586915595,a,4.368294450368887
409,55.445324453528485,a,4.363579542958208
410,52.88467170807944,a,4.302616791695224
411,57.33257944729676,a,4.2300240930487405
412,55.19583559082648,a,4.30404572868591
413,57.593221979502054,a,4.432118156219192
414,54.66962078041699,a,4.512317346522591
415,57.61900080010657,a,4.519682236955827
416,53.062216166289026,a,4.459076155562612
417,58.4776834255437,a,4.829518316019077
418,59.74581596804874,a,4.495088583075351
419,55.26410335587072,a,4.473408980110081
420,53.91209909039537,a,4.540928315278575
421,55.52944982375086,a,4.625047948132452
422,53.535550439673244,a,4.150001110756613
423,57.631139096865,a,4.373488747194213
424,59.27895322443301,a,4.55555985241159
425,59.3084298991954,a,4.505319458733817
426,56.08498165249992,a,4.28827164532172
427,56.62634221842465,a,4.2618928120536
428,55.335429993789056,a,4.250583315378916
429,53.04888486666148,a,4.3699451153456295
430,58.2134860640334,a,4.137780668431926
431,55.660112726633535,a,4.5269260763194
432,55.95162793827204,a,4.323614186672554
433,58.77724202403415,a,4.62922387995206
434,57.10122582803845,a,4.54109416050083
435,58.88805977765936,a,4.344434686373333
436,55.83520541829986,a,4.244606858663383
437,59.08325986401167,a,4.355745256751966
438,58.40630563042995,a,4.59794842990473
439,55.35185519497813,a,4.034326450322069
440,54.10197630709008,a,4.011859402815908
441,58.03346288915057,a,4.713450333887552
442,57.580602338622526,a,3.695873476532829
443,55.97723978370726,a,4.720139189502711
444,55.01466946594769,a,4.62554468059577
445,57.24631532154874,a,4.675741039741447
446,55.77572049096726,a,4.549985941689359
447,52.24768396216561,a,4.352646142021643
448,55.7890096328088,a,4.212518193695348
449,55.81971602300533,a,4.365134759676252
450,56.81689010234458,a,4.736122714185307
451,60.77465490490152,a,4.769699826273969
452,59.814343963161704,a,4.199161170300981
453,59.149792205998715,a,4.529756436533394
454,57.64571423361756,a,4.192363129202488
455,50.79912552454165,a,4.5978551015588
456,56.02694267939952,a,4.051885856134011
457,58.53774256777882,a,4.096563918212189
458,58.35974370743051,a,4.487392498202657
459,54.666688560737555,a,4.490729112764553
460,55.64098429807186,a,4.835589230596218
461,58.580766403744846,a,4.48414861928138
462,59.170635642283315,a,4.2460362600276875
463,59.00522049193398,a,4.366713486246617
464,58.06844835777464,a,3.860741984928704
465,57.32252184488753,a,4.3104369364018185
466,59.405671408984745,a,4.146086627461515
467,58.0842421868399,a,4.346369118783722
468,53.48754103637787,a,4.184411162916133
469,56.62465168913767,a,4.488952831271825
470,59.995889906351564,a,4.313904494274899
471,57.51922651000313,a,4.250680636841947
472,58.59407295718775,a,4.34159355828037
473,56.380187061264074,a,4.208940658066577
474,55.35598967781328,a,4.379998205533099
475,59.522715308513575,a,4.438952482049063
476,56.66966131007967,a,4.41064276089603
477,59.362393335097,a,4.4571625462987505
478,58.377234553261935,a,4.537340715430777
479,60.39566883971614,a,4.505222861106621
480,53.18006863155527,a,4.049441908149169
481,56.278252374213594,a,4.075267593996968
482,59.647564832333245,a,4.494731043017976
483,55.29206522766111,a,4.094462832420553
484,58.491473211334565,a,4.2447918145677574
485,55.594600151397884,a,4.38609439854508
486,53.89546396475935,a,4.768631956456359
487,52.21266518998347,a,4.349616141515503
488,57.67038717824662,a,4.418220942050776
489,55.63751687536727,a,4.294814913867733
490,55.77531134774039,a,4.7117803041036055
491,56.50229418453213,a,4.20742641838963
492,56.12414290204144,a,4.340732112797487
493,56.21657297127498,a,4.520401494355282
494,54.50288683998551,a,4.2213301495007185
495,54.82424509923777,a,4.269878863857528
496,56.920705328684875,a,4.066967158396675
497,56.558011702068185,a,4.264251931630175
498,59.25551457046497,a,4.600904023472193
499,56.05713139365391,a,4.444876696484327
500,59.3534548165219,a,4.4536111106810194
501,48.457567162020176,b,6.387620863744194
502,53.8702584152106,b,6.531449616854195
503,54.06402619486549,b,6.212432363349529
504,52.43369098499621,b,5.9977139715152195
505,52.34687128305464,b,6.511516179652127
506,51.84876635215826,b,6.5928936385180865
507,53.42754787025816,b,6.6856502547507555
508,53.99395966463404,b,6.85661854147684
509,55.999967903851356,b,5.709498354252929
510,50.44548901860477,b,6.120973662944148
511,49.29066331668895,b,5.903795394832953
512,50.317168184904126,b,6.868318976205549
513,52.60290173697546,b,6.544241028392774
514,52.67153836282667,b,6.129502867994201
515,51.78587571716086,b,6.072536611021801
516,49.913066160509985,b,6.331879615008209
517,52.3459522279802,b,6.305653249526892
518,53.7647194403428,b,6.502055133603298
519,54.31594988729676,b,6.370485043285305
520,52.19251543059709,b,6.215683280430708
521,52.74025128496729,b,6.158511641336414
522,52.227555875754454,b,6.007546094851428
523,54.08341294248022,b,6.4411064252211965
524,51.27353557916437,b,5.6564130664630135
525,50.962581843040326,b,6.719923108351334
526,52.17157179739518,b,6.346660986663176
527,55.01465270787633,b,6.05408625226329
528,52.76536512924007,b,6.469170774918762
529,51.966466337008846,b,6.673444090824875
530,55.193720326622625,b,6.005821619192583
531,54.02141602801577,b,6.100815388770732
532,52.99265430969986,b,6.169055131169243
533,48.506897382968916,b,6.497738927829758
534,52.78796677830119,b,5.659455735406057
535,52.20137413504453,b,6.170304114586161
536,50.34987082461363,b,6.153989757381752
537,52.46415371938554,b,6.1211095221299034
538,54.13344363648583,b,6.414902871906288
539,53.2976024282172,b,6.2650533891971225
540,51.07856659250944,b,6.4835179028762635
541,54.35680085912709,b,6.203664094098457
542,51.73176144796239,b,6.580928559870004
543,52.992421479614244,b,6.76000893462299
544,52.82388291685367,b,5.749868140482277
545,53.73231939385707,b,6.156855882340288
546,54.80490189839349,b,6.237561067656643
547,53.06740624794258,b,5.758305785402959
548,54.24067527422124,b,6.277060944348742
549,53.73891485539005,b,6.265054948098422
550,47.820032305165135,b,6.717904868007318
551,52.23024135710882,b,6.678138478638046
552,53.81516565980176,b,6.204777959742067
553,55.80854394156575,b,6.25253747565586
554,49.61917264831247,b,6.352277553647563
555,49.76694103437435,b,5.688902838392006
556,51.14221880106331,b,5.644260747351152
557,51.152936274169974,b,6.379588905208428
558,51.875687934696586,b,5.926453612505914
559,51.705102663269464,b,6.256362800077114
560,51.03351088464744,b,6.343251753204814
561,54.106814700723945,b,6.63112167072174
562,50.35044079371366,b,6.200102228245813
563,55.23406582880394,b,6.845619138319359
564,51.496215940346204,b,6.788118082559688
565,48.8998528832642,b,6.366993278148366
566,55.04282173177866,b,6.654253213114801
567,50.52526233559203,b,6.135150338490433
568,49.88866573752493,b,6.450937350193787
569,49.75352475021552,b,6.475404992825634
570,55.05355336696207,b,6.570766860860455
571,52.88021304897608,b,6.175030181681227
572,53.99266459189717,b,6.539170110622228
573,49.58522646702542,b,6.708620113056573
574,50.32664054528626,b,5.907265365118284
575,50.81329375621112,b,6.3647344308046145
576,53.884460923556325,b,6.2210538126599015
577,52.4466416223861,b,6.0570862907144365
578,50.273422733991126,b,6.08431466944467
579,54.75902298153951,b,5.960006439088836
580,52.60869399676577,b,6.359399418968905
581,52.62824281511615,b,6.299917489848309
582,52.896917675036946,b,6.204848018591519
583,52.44955815469911,b,6.376783632958025
584,50.46819256144576,b,6.133996150443575
585,51.18904249318889,b,6.74065476334086
586,50.72315112803057,b,6.3848585600345675
587,50.37558665297245,b,6.694988819189082
588,51.823170147224296,b,6.108552413438947
589,50.45577044733155,b,6.368137500389495
590,48.03579760571084,b,5.846336066426334
591,53.75139966470903,b,6.525279704158039
592,53.64048280752078,b,6.269045765538601
593,52.48197661166901,b,6.106914470499075
594,54.4086362026219,b,5.5630417706584225
595,49.60523329733797,b,6.30294368575268
596,51.474369905496204,b,6.1603430867071935
597,50.10649246408841,b,6.092818670881825
598,50.35907144736854,b,6.257021770376058
599,53.58268226222067,b,5.994752108607385
600,51.670931427074905,b,6.556709073299015
601,53.642584470554475,b,5.97714849267789
602,48.595218304026666,b,5.873492325469381
603,52.757105088238994,b,6.019836082626968
604,55.84169402357516,b,6.53864652873794
605,55.06403587860864,b,6.538566773933012
606,51.05278905695788,b,6.627939411308936
607,53.40337896691311,b,6.375848161328066
608,52.4361894338073,b,6.3845739444200715
609,50.76910433602216,b,6.929803470278807
610,49.594347330555884,b,6.412705435665589
611,51.634481780270015,b,6.9351776478050855
612,54.659200708844736,b,6.0611242374749885
613,50.815858286700696,b,6.252276103685526
614,52.42342714332937,b,6.927512547757251
615,50.7568826462423,b,5.810775780583015
616,53.16305002278526,b,7.007485739152128
617,48.96362216916018,b,6.342484845841829
618,50.977922354911016,b,6.0773151176281015
619,55.773221881614134,b,6.616802330361633
620,53.97187977101759,b,6.211587651532609
621,50.28657483076814,b,6.040323017826196
622,49.22594225018053,b,6.331019849853722
623,53.249520691207394,b,6.421235281926512
624,52.096213978784505,b,6.234415866600129
625,52.58190784706715,b,6.65672434482879
626,49.508773257032644,b,6.738962972849856
627,51.04475944455964,b,6.305668065913237
628,51.89145954724696,b,6.139461545404951
629,54.92188627086197,b,5.903099881038345
630,52.47873853526847,b,5.987440722074119
631,52.78210159667641,b,6.45888988951841
632,53.63768700415235,b,5.889616520612358
633,51.936868642515236,b,6.190656911346457
634,53.89577291506698,b,6.362911021643603
635,52.345506181693075,b,6.648060648364772
636,49.89429152967098,b,5.731334376299634
637,54.979703238980676,b,6.110501837526637
638,49.94909411096814,b,5.895817681820629
639,54.73838406404249,b,6.114493686286949
640,54.953186963316895,b,6.245991003134369
641,50.181972283811824,b,6.048466627839006
642,55.49160643682892,b,6.097751238179734
643,52.193346900206656,b,6.2150555224029125
644,50.35045345870273,b,6.395237643542967
645,52.16021238707827,b,6.112896202525838
646,56.80402782945842,b,6.637355562472265
647,54.9325103006439,b,6.511120428374203
648,53.84609082373953,b,5.819879751844357
649,52.33456016096745,b,6.232127613192611
650,50.90369437607517,b,5.91210356474035
651,50.53149686610234,b,5.782178578059627
652,49.44789001254915,b,6.215631087623017
653,47.61775817142888,b,5.922037739575119
654,51.171644078661636,b,6.527888276006431
655,49.40589551378665,b,6.033243971310889
656,54.479314944519736,b,6.379532332713387
657,51.67152100779031,b,6.421168847407991
658,50.409731534582235,b,5.8502788042303875
659,54.96354624541388,b,6.739691175005225
660,49.404942829583796,b,5.92513492082411
661,53.88966237925616,b,6.95123279215449
662,53.15842978122903,b,6.419880623269497
663,52.78079049280925,b,6.433036279768213
664,54.567424400724555,b,7.090645708753993
665,51.146775934564175,b,6.850257971740275
666,52.27775990729211,b,6.230316549346464
667,54.39156955688811,b,6.204489595491756
668,50.354012649192,b,5.344381897394111
669,53.6125971824223,b,6.36525938906146
670,51.83211561035816,b,6.421756320296122
671,53.89919924013371,b,6.1011013248520944
672,51.60975852993406,b,6.523980815182498
673,54.88321681892912,b,6.29291369829282
674,51.54785803998327,b,6.1979053673243065
675,54.162525739629686,b,5.947523740378514
676,48.96252162138302,b,6.3460759124156105
677,52.44261532674018,b,5.891650206130582
678,47.99077631443615,b,6.50557944039078
679,53.727820242504635,b,6.4422570908930865
680,47.79584749286727,b,6.877846085160424
681,53.80696487531364,b,6.76219700276074
682,49.47827384136255,b,6.510410441239001
683,47.631559153159124,b,6.09264552937947
684,52.734457263466886,b,6.212541666116003
685,50.96424784898102,b,6.158246178405255
686,49.077202184751556,b,6.179174941430463
687,54.6392117529696,b,6.35782522166736
688,53.93740270229832,b,6.108759438140212
689,50.29377556983012,b,6.280017945124287
690,51.49716969431167,b,6.818836622075013
691,49.34683352249437,b,6.814381515264018
692,54.05946557519829,b,6.390111468138799
693,51.005338930798594,b,6.748326516710797
